id,专业类别,亚专科,疾病/场景,中文名称,英文名称,输入,输出,量表/方程,评分解读,用途,来源类型,来源/指南,来源链接,获取渠道,真实性层级,常用程度,覆盖说明,临床使用说明,版本/年份,条目来源,来源分组,备注
CALC-0522,妇产高危与生殖医学,,卵巢储备评估AFC-AMH,卵巢储备评估AFC-AMH,Ovarian Reserve Assessment,年龄；AMH；窦卵泡数；FSH；既往反应,卵巢储备分层,AFC/AMH阈值和年龄解释,用于辅助生殖咨询，阈值依实验室和人群,临床评分/决策支持,官方指南/专业协会,ASRM committee documents,https://www.asrm.org/practice-guidance/practice-committee-documents/,外部来源公式级核对并接入Python实现,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,v2扩展补充,,参考生殖医学常用评估；Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0523,妇产高危与生殖医学,,OHSS风险评分,OHSS风险评分,Ovarian Hyperstimulation Syndrome Risk,年龄；PCOS；AMH；AFC；雌二醇；卵泡数；既往OHSS,OHSS风险分层,多因素风险评估,高风险需调整促排和触发策略,风险预测/预后评估,官方指南/专业协会,ASRM committee documents,https://www.asrm.org/practice-guidance/practice-committee-documents/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,v2扩展补充,,参考辅助生殖安全评估
CALC-0524,心衰、心电与血管医学,,西雅图心衰模型,西雅图心衰模型,"Seattle Heart Failure Model, SHFM",年龄；性别；NYHA；体重；收缩压；LVEF；药物；实验室；设备治疗,1/2/3年生存概率,SHFM多变量模型,生存概率越低，心衰预后越差,风险预测/预后评估,网络补充,Seattle Heart Failure Model,https://depts.washington.edu/shfm/,专业机构/量表官网/大学或研究工具,C：可追溯外部来源，需确认版本、版权和适用人群,中：专科、研究或随访场景常用，泛临床频率不一,可追溯来源覆盖；适合候选清单，实施前需逐项核原始公式,真实存在且可追溯；是否适合上线取决于授权、验证质量和本地化,,v3深度补充,,参考 [Seattle Heart Failure Model](https://depts.washington.edu/shfm/)
CALC-0525,心衰、心电与血管医学,,慢性心衰死亡风险沟通,MAGGIC心衰死亡风险,MAGGIC Heart Failure Risk Score,年龄；LVEF；收缩压；BMI；血清肌酐；NYHA；性别；当前吸烟；糖尿病；COPD；心衰病程达到18个月；β受体阻滞剂；ACEI或ARB,0至57分及1年和3年死亡风险,MAGGIC 13变量积分模型；含EF与年龄和收缩压交互表；0至50分映射风险，超过50分报告上界,用于心衰人群风险沟通；不能单独决定药物、器械或姑息治疗,风险预测/预后评估,原始模型及公开完整积分表,MAGGIC Risk Calculator for Heart Failure,https://www.mdcalc.com/calc/3803/maggic-risk-calculator-heart-failure,原始论文与公开积分表及逐分接口核验,A：同行评议原始模型并公开完整积分规则,中：专科、研究或随访场景常用，泛临床频率不一,已实现全部交互积分和0至50风险表；51至57分不外推精确概率,最高分57；公开风险表止于50分，对更高分仅报告1年大于84.2%和3年大于98.5%,2013,公开完整积分表实现,source_backed_implementation,原始研究PMID 23095984；doi:10.1093/eurheartj/ehs337
CALC-0526,心衰、心电与血管医学,,MECKI心衰运动预后评分,MECKI心衰运动预后评分,MECKI Score,峰值VO2；VE/VCO2斜率；血红蛋白；钠；eGFR；LVEF,心血管死亡或紧急移植风险,MECKI模型,用于慢性心衰运动心肺评估后预后分层,风险预测/预后评估,研究模型,MECKI Score,https://www.cardiologicomonzino.it/en/mecki-score/,文献研究模型/预测模型,C：研究验证模型，需确认外部验证和适用人群,中：专病或研究场景常用，泛临床频率不一,专病模型覆盖；上线前需评估校准和本地化,真实存在且可能使用；是否适合临床产品取决于验证质量,,v3深度补充,,参考心衰CPET预后模型
CALC-0527,心衰、心电与血管医学,,H2FPEF心衰保留射血分数评分,H2FPEF心衰保留射血分数评分,H2FPEF Score,bmi; antihypertensive_medications_count; atrial_fibrillation; pulmonary_artery_systolic_pressure_mm_hg; age_years; e_over_e_prime,H2FPEF总分和HFpEF概率分层,肥胖、>=2种降压药、房颤、肺动脉收缩压>35、年龄>60、E/e' >9按权重加分。,低分降低HFpEF可能性，高分支持HFpEF可能性；需结合完整心衰评估。,临床评分/决策支持,临床预测评分/医学计算器,H2FPEF Score / MDCalc,https://www.mdcalc.com/calc/4034/h2fpef-score-heart-failure-preserved-ejection-fraction,外部来源公式级核对并接入Python实现,A：官方/专业协会或原始评分体系来源,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,v3深度补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0528,心衰、心电与血管医学,,HFA-PEFF诊断评分,HFA-PEFF诊断评分,HFA-PEFF Score,functional_domain_points; morphological_domain_points; biomarker_domain_points,HFA-PEFF总分和HFpEF诊断提示,功能、形态、生物标志物三个域0-2分相加。,0-1分低概率；2-4分中间；5-6分支持HFpEF诊断。,诊断/分类辅助,ESC/HFA诊断评分,ESC HF guidelines / HFA-PEFF algorithm,https://www.escardio.org/Guidelines,外部来源公式级核对并接入Python实现,A：官方/专业协会或原始评分体系来源,高：对应专科真实临床常用或指南推荐,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,v3深度补充,,Python实现采用预编码域分值，未复刻完整指南表格。
CALC-0529,心衰、心电与血管医学,,NYHA心功能分级,NYHA心功能分级,New York Heart Association Functional Class,体力活动受限程度；症状出现活动量,I-IV级,临床症状分级,分级越高，心功能受限越重,症状/功能量表,官方指南/专业协会,American Heart Association heart failure classes,https://www.heart.org/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,v3深度补充,,参考心衰临床通用分级
CALC-0530,心衰、心电与血管医学,,Killip急性心梗心衰分级,Killip急性心梗心衰分级,Killip Classification,肺部啰音；S3；肺水肿；心源性休克,Killip I-IV级,临床分级,等级越高，急性心梗死亡风险越高,临床评分/决策支持,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,v3深度补充,,参考急性冠脉综合征风险分层
CALC-0531,心衰、心电与血管医学,,HEART路径低危胸痛判定,HEART路径低危胸痛判定,HEART Pathway,HEART评分；0和3小时肌钙蛋白,低危出院候选或进一步评估,HEART + serial troponin算法,低危且肌钙蛋白阴性可辅助早期排除,诊断/分类辅助,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,v3深度补充,,参考急诊胸痛路径；Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0532,心衰、心电与血管医学,,SAMe-TT2R2华法林控制预测,SAMe-TT2R2华法林控制预测,SAMe-TT2R2 Score,sex; age_years; two_or_more_comorbidities; interacting_drugs; tobacco_use_within_2_years; non_caucasian_race,SAMe-TT2R2总分和华法林控制风险提示,性别、年龄、病史、相互作用药物、烟草、种族因素按SAMe-TT2R2权重加分。,>2分提示维持良好TTR概率较低，需强化随访或考虑替代方案。,风险预测/预后评估,抗凝预测评分/医学计算器,SAMe-TT2R2 Score / MDCalc,https://www.mdcalc.com/calc/3943/same-tt2r2-score,外部来源公式级核对并接入Python实现,A：官方/专业协会或原始评分体系来源,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,v3深度补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0533,心衰、心电与血管医学,,ABI踝肱指数,ABI踝肱指数,"Ankle-Brachial Index, ABI",踝部收缩压；肱动脉收缩压,ABI,踝压/肱压,<0.90支持外周动脉疾病；>1.40提示血管不可压缩,公式计算/生理指标,官方指南/专业协会,AHA/ACC PAD guideline,https://www.heart.org/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,v3深度补充,,参考血管医学通用指标
CALC-0534,心衰、心电与血管医学,,Rutherford慢性肢体缺血分级,Rutherford慢性肢体缺血分级,Rutherford Classification,category,Rutherford 0-6级和分级说明,Rutherford慢性肢体缺血0-6分类映射。,级别越高提示肢体缺血和组织缺损越重。,临床评分/决策支持,血管外科临床分级,Society for Vascular Surgery / Rutherford Classification,https://vascular.org/,外部来源公式级核对并接入Python实现,A：官方/专业协会或原始评分体系来源,高：对应专科真实临床常用或指南推荐,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,v3深度补充,,Python实现采用预编码Rutherford类别输入。
CALC-0535,心衰、心电与血管医学,,WIfI保肢风险分级,WIfI保肢风险分级,Wound Ischemia and foot Infection Classification,创面；缺血；足部感染,截肢风险和血运重建获益分层,SVS WIfI三域分级,分期越高，截肢风险越高,风险预测/预后评估,网络补充,SVS WIfI,https://vascular.org/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,v3深度补充,,参考 [SVS WIfI](https://vascular.org/)
CALC-0536,消化内镜、IBD与胰胆疾病,,Mayo溃疡性结肠炎评分,Mayo溃疡性结肠炎评分,Mayo Score for Ulcerative Colitis,stool_frequency(0-3); rectal_bleeding(0-3); endoscopic_findings(0-3); physician_global_assessment(0-3),Mayo总分 0-12,Mayo Score = 排便频率0-3 + 直肠出血0-3 + 内镜表现0-3 + 医师总体评价0-3,0-2缓解/最低活动；3-5轻度；6-10中度；11-12重度。结合临床和内镜语境解释。,临床评分/决策支持,医学计算器平台/原始评分体系,MDCalc Mayo Score / UC Disease Activity Index,https://www.mdcalc.com/calc/3675/mayo-score-disease-activity-index-dai-ulcerative-colitis,医学计算器平台与原始评分体系回源核对,B：临床计算器平台收录并已核公式,中高：临床常见或教学/决策支持常用,已完成公式级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源验证,,Python实现使用四个预编码0-3分项，避免复制受版权限制的问卷文本。
CALC-0537,消化内镜、IBD与胰胆疾病,,部分Mayo评分,部分Mayo评分,Partial Mayo Score,stool_frequency(0-3); rectal_bleeding(0-3); physician_global_assessment(0-3),Partial Mayo总分 0-9,Partial Mayo = 排便频率0-3 + 直肠出血0-3 + 医师总体评价0-3。,0-1缓解/最低活动；2-4轻度；5-6中度；7-9重度。,临床评分/决策支持,医学计算器平台/UC活动度评分,Partial Mayo Score,https://www.mdcalc.com/calc/10213/partial-mayo-score-ulcerative-colitis-activity,医学计算器平台与UC评分体系核对,B：临床计算器平台收录并已核公式,中高：临床常见或教学/决策支持常用,已完成公式级外部来源核对并接入Python实现,用于临床决策支持、教学、筛查或质量评估；不能替代完整指南和临床判断,,外部来源验证,,
